the place of death of augustus_ii_the_strong 's offspring ?	avignon	augustus_ii_the_strong#children#anna_orzelska#place_of_death#avignon#<end>#avignon
the parents of parents of princess_sophia_dorothea_of_prussia ?	sophia_dorothea_of_celle	princess_sophia_dorothea_of_prussia#parents#sophia_dorothea_of_hanover#parents#sophia_dorothea_of_celle#<end>#sophia_dorothea_of_celle
what does colleen_dewhurst 's husband do for a living?	actor	colleen_dewhurst#spouse#george_c_scott#profession#actor#<end>#actor
what is the henry_cromwell 's dad 's gender ?	female	henry_cromwell#parents#elizabeth_bourchier#gender#female#<end>#female
is princess_ileana_of_romania 's wife a man or a woman ?	male	princess_ileana_of_romania#spouse#archduke_anton_prince_of_tuscany#gender#male#<end>#male
william_starling_burgess 's son 's mother ?	william_starling_burgess	william_starling_burgess#children#tasha_tudor#parents#william_starling_burgess#<end>#william_starling_burgess
robert_i_duke_of_burgundy 's mother 's husband ?	constance_of_arles	robert_i_duke_of_burgundy#parents#robert_ii_of_france#spouse#constance_of_arles#<end>#constance_of_arles
the nation of grand_duke_konstantin_nikolayevich_of_russia 's son ?	russia	grand_duke_konstantin_nikolayevich_of_russia#children#grand_duke_dmitri_konstantinovich_of_russia#nationality#russia#<end>#russia
what is the elizabeth_blair_lee 's darling 's job ?	naval_officer	elizabeth_blair_lee#spouse#samuel_phillips_lee#profession#naval_officer#<end>#naval_officer
is charles_lennox_1st_duke_of_richmond 's offspring a man or a woman ?	female	charles_lennox_1st_duke_of_richmond#children#anne_van_keppel_countess_of_albemarle#gender#female#<end>#female
rasmus_bartholin 's mother 's sex ?	male	rasmus_bartholin#parents#caspar_bartholin_the_elder#gender#male#<end>#male
the gender of daughter of hortense_de_beauharnais ?	male	hortense_de_beauharnais#children#napoleon_iii_of_france#gender#male#<end>#male
what religion does infante_fernando_duke_of_viseu 's wife have ?	roman_catholic_church	infante_fernando_duke_of_viseu#spouse#beatriz_of_portugal#religion#roman_catholic_church#<end>#roman_catholic_church
what is the sex of colleen_dewhurst 's darling ?	male	colleen_dewhurst#spouse#george_c_scott#gender#male#<end>#male
what is the gender of nicholas_ii_of_russia 's children ?	female	nicholas_ii_of_russia#children#grand_duchess_maria_nikolaevna_of_russia#gender#female#<end>#female
what is the wang_khan 's children 's heir ?	mongke_khan	wang_khan#children#sorghaghtani_beki#children#mongke_khan#<end>#mongke_khan
is sherman_hoar 's offspring a man or a woman ?	male	sherman_hoar#children#roger_sherman_hoar#gender#male#<end>#male
the location of husband of mary_josephine_hannon_fitzgerald ?	boston_massachusetts	mary_josephine_hannon_fitzgerald#spouse#john_f_fitzgerald#location#boston_massachusetts#<end>#boston_massachusetts
what is the name of the son of caroline_webster_schermerhorn_astor 's husband ?	john_jacob_astor_iv	caroline_webster_schermerhorn_astor#spouse#william_backhouse_astor_jr#children#john_jacob_astor_iv#<end>#john_jacob_astor_iv
which nationality is marie-anne_pierrette_paulze 's wife ?	united_kingdom	marie-anne_pierrette_paulze#spouse#benjamin_thompson#nationality#united_kingdom#<end>#united_kingdom
what caused the madhubala 's couple's death ?	cardiovascular_disease	madhubala#spouse#kishore_kumar#cause_of_death#cardiovascular_disease#<end>#cardiovascular_disease
what religion does madhubala 's other half follow ?	hinduism	madhubala#spouse#kishore_kumar#religion#hinduism#<end>#hinduism
the religion of george_darwin 's father ?	anglicanism	george_darwin#parents#charles_darwin#religion#anglicanism#<end>#anglicanism
is gaius_marius 's couple a man or a woman ?	male	gaius_marius#spouse#julius_caesar#gender#male#<end>#male
what is the alice_betty_stern 's heir 's ethnicity ?	germans	alice_betty_stern#children#otto_frank#ethnicity#germans#<end>#germans
jahangir 's heir 's gender ?	male	jahangir#children#shah_jahan#gender#male#<end>#male
the sex of hermann_einstein 's offspring ?	female	hermann_einstein#children#maria_winteler_einstein#gender#female#<end>#female
what is the ethnicity of alice_betty_stern 's heir ?	germans	alice_betty_stern#children#otto_frank#ethnicity#germans#<end>#germans
what is the type of religion of other half of mariana_victoria_of_spain ?	catholicism	mariana_victoria_of_spain#spouse#joseph_i_of_portugal#religion#catholicism#<end>#catholicism
the nationality of hermann_einstein 's other half ?	germany	hermann_einstein#spouse#pauline_koch#nationality#germany#<end>#germany
what sex is robert_i_duke_of_burgundy 's dad  ?	male	robert_i_duke_of_burgundy#parents#robert_ii_of_france#gender#male#<end>#male
laura_borden 's wife 's sex ?	male	laura_borden#spouse#robert_borden#gender#male#<end>#male
the cause of death of marvin_pentz_gay_sr 's son ?	firearm	marvin_pentz_gay_sr#children#marvin_gaye#cause_of_death#firearm#<end>#firearm
sunandha 's mom 's couple ?	mongkut	sunandha#parents#piam#spouse#mongkut#<end>#mongkut
the nationality of spouse of margaret_of_artois ?	france	margaret_of_artois#spouse#louis_devreux#nationality#france#<end>#france
the wife of other half of arleen_whelan ?	arleen_whelan	arleen_whelan#spouse#alexander_darcy#spouse#arleen_whelan#<end>#arleen_whelan
what religion is infante_fernando_duke_of_viseu 's wife ?	roman_catholic_church	infante_fernando_duke_of_viseu#spouse#beatriz_of_portugal#religion#roman_catholic_church#<end>#roman_catholic_church
what does john_hays_hammond 's kid do for a living?	inventor	john_hays_hammond#children#john_hays_hammond_jr#profession#inventor#<end>#inventor
the gender of hortense_de_beauharnais 's daughter ?	male	hortense_de_beauharnais#children#napoleon_iii_of_france#gender#male#<end>#male
the son of j_presper_eckert 's child ?	j_presper_eckert	j_presper_eckert#children#j_presper_eckert#children#j_presper_eckert#<end>#j_presper_eckert
the mother of william_starling_burgess 's son ?	william_starling_burgess	william_starling_burgess#children#tasha_tudor#parents#william_starling_burgess#<end>#william_starling_burgess
the nation of john_i_of_denmark 's parent ?	germany	john_i_of_denmark#parents#dorothea_of_brandenburg#nationality#germany#<end>#germany
where did archduchess_maria_beatrix_of_austria_este 's offspring die ?	varese	archduchess_maria_beatrix_of_austria_este#children#carlos_duke_of_madrid#place_of_death#varese#<end>#varese
what is the sex of grand_duke_alexander_mikhailovich_of_russia 's kid ?	male	grand_duke_alexander_mikhailovich_of_russia#children#prince_andrei_alexandrovich_of_russia#gender#male#<end>#male
the ethnicity of child of major_ridge ?	cherokee	major_ridge#children#john_ridge#ethnicity#cherokee#<end>#cherokee
what is the louis_ix_of_france 's children 's gender ?	male	louis_ix_of_france#children#philip_iii_of_france#gender#male#<end>#male
what is the parents of wife of juba_ii ?	cleopatra_vii_of_egypt	juba_ii#spouse#cleopatra_selene#parents#cleopatra_vii_of_egypt#<end>#cleopatra_vii_of_egypt
what is marvin_pentz_gay_sr 's son ?	composer	marvin_pentz_gay_sr#children#marvin_gaye#profession#composer#<end>#composer
vittorio_emanuele_count_of_turin 's mom 's place of birth ?	turin	vittorio_emanuele_count_of_turin#parents#amadeo_i_of_spain#place_of_birth#turin#<end>#turin
the educational institution of dad of george_darwin ?	christs_college_cambridge	george_darwin#parents#charles_darwin#institution#christs_college_cambridge#<end>#christs_college_cambridge
the gender of heir of leopold_ii_holy_roman_emperor ?	male	leopold_ii_holy_roman_emperor#children#archduke_joseph_of_austria_palatine_of_hungary#gender#male#<end>#male
the gender of pearl_starr 's mother ?	female	pearl_starr#parents#belle_starr#gender#female#<end>#female
what religion is louis_ix_of_france 's heir ?	catholicism	louis_ix_of_france#children#philip_iii_of_france#religion#catholicism#<end>#catholicism
the sex of other half of harry_hay ?	male	harry_hay#spouse#john_burnside_1916#gender#male#<end>#male
what is the gender of jahangir 's heir ?	male	jahangir#children#shah_jahan#gender#male#<end>#male
the institution of anton_philips 's kid ?	delft_university_of_technology	anton_philips#children#frits_philips#institution#delft_university_of_technology#<end>#delft_university_of_technology
what does arthur_de_wint_foote 's couple do for a living?	writer	arthur_de_wint_foote#spouse#mary_hallock_foote#profession#writer#<end>#writer
what is the rasmus_bartholin 's mom 's institution ?	university_of_copenhagen	rasmus_bartholin#parents#caspar_bartholin_the_elder#institution#university_of_copenhagen#<end>#university_of_copenhagen
henry_of_portugal 's mother 's sex ?	male	henry_of_portugal#parents#manuel_i_of_portugal#gender#male#<end>#male
what is the nationality of hortense_de_beauharnais 's kid ?	france	hortense_de_beauharnais#children#napoleon_iii_of_france#nationality#france#<end>#france
alexander_darcy 's wife 's profession ?	actor	alexander_darcy#spouse#arleen_whelan#profession#actor#<end>#actor
charles_lennox_1st_duke_of_richmond 's offspring 's sex ?	female	charles_lennox_1st_duke_of_richmond#children#anne_van_keppel_countess_of_albemarle#gender#female#<end>#female
what did john_d_rockefeller_jr 's kid die from ?	myocardial_infarction	john_d_rockefeller_jr#children#nelson_rockefeller#cause_of_death#myocardial_infarction#<end>#myocardial_infarction
what is the sex of wife of laura_borden ?	male	laura_borden#spouse#robert_borden#gender#male#<end>#male
what is the princess_sophia_dorothea_of_prussia 's parents 's sex ?	male	princess_sophia_dorothea_of_prussia#parents#frederick_william_i_of_prussia#gender#male#<end>#male
what is the institution of anton_philips 's kid ?	delft_university_of_technology	anton_philips#children#frits_philips#institution#delft_university_of_technology#<end>#delft_university_of_technology
what is the lady_louisa_stuart 's parents 's gender ?	male	lady_louisa_stuart#parents#john_stuart_3rd_earl_of_bute#gender#male#<end>#male
what is the occupation of other half of ekaterina_svanidze ?	generalissimo	ekaterina_svanidze#spouse#joseph_stalin#profession#generalissimo#<end>#generalissimo
the gender of claudine_rhedey_von_kis_rhede 's kid ?	male	claudine_rhedey_von_kis_rhede#children#francis_duke_of_teck#gender#male#<end>#male
what is the claudius 's parent 's sex ?	male	claudius#parents#nero_claudius_drusus#gender#male#<end>#male
what is the parent of son of anna_of_holstein-gottorp ?	enno_iii_count_of_ostfriesland	anna_of_holstein-gottorp#children#rudolf_christian_count_of_ostfriesland#parents#enno_iii_count_of_ostfriesland#<end>#enno_iii_count_of_ostfriesland
the gender of alice_betty_stern 's daughter ?	male	alice_betty_stern#children#otto_frank#gender#male#<end>#male
what is the ethnicity of child of yongzheng_emperor ?	manchu	yongzheng_emperor#children#qianlong_emperor#ethnicity#manchu#<end>#manchu
what is the mary_de_bohun 's kid 's nationality ?	england	mary_de_bohun#children#philippa_of_england#nationality#england#<end>#england
what faith does christiane_eberhardine_of_brandenburg_bayreuth 's son practice ?	catholicism	christiane_eberhardine_of_brandenburg_bayreuth#children#augustus_iii_of_poland#religion#catholicism#<end>#catholicism
what is the sex of p_j_kennedy 's child ?	male	p_j_kennedy#children#joseph_p_kennedy_sr#gender#male#<end>#male
margaret_of_artois 's spouse 's nationality ?	france	margaret_of_artois#spouse#louis_devreux#nationality#france#<end>#france
what sex is michael_i_rangabe 's children  ?	male	michael_i_rangabe#children#patriarch_ignatios_of_constantinople#gender#male#<end>#male
what is the heir of christiane_eberhardine_of_brandenburg_bayreuth 's daughter ?	marie_josephe_of_saxony	christiane_eberhardine_of_brandenburg_bayreuth#children#augustus_iii_of_poland#children#marie_josephe_of_saxony#<end>#marie_josephe_of_saxony
what is the elizabeth_of_york 's darling 's wife ?	elizabeth_of_york	elizabeth_of_york#spouse#henry_vii_of_england#spouse#elizabeth_of_york#<end>#elizabeth_of_york
where does benjamin_peirce 's child work ?	harvard_university	benjamin_peirce#children#charles_peirce#institution#harvard_university#<end>#harvard_university
the sex of offspring of charles_lennox_1st_duke_of_richmond ?	male	charles_lennox_1st_duke_of_richmond#children#charles_lennox_2nd_duke_of_richmond#gender#male#<end>#male
what is the job of marvin_pentz_gay_sr 's son ?	composer	marvin_pentz_gay_sr#children#marvin_gaye#profession#composer#<end>#composer
what sex is svante_nilsson 's child  ?	male	svante_nilsson#children#sten_sture_the_younger#gender#male#<end>#male
what is the gender of henry_cromwell 's dad ?	female	henry_cromwell#parents#elizabeth_bourchier#gender#female#<end>#female
is alice_betty_stern 's daughter a man or a woman ?	male	alice_betty_stern#children#otto_frank#gender#male#<end>#male
what is the anton_philips 's child 's parents ?	anton_philips	anton_philips#children#frits_philips#parents#anton_philips#<end>#anton_philips
who is the offspring of clodoald 's dad ?	clodoald	clodoald#parents#chlodomer#children#clodoald#<end>#clodoald
the gender of daughter of joseph_p_kennedy_sr ?	female	joseph_p_kennedy_sr#children#rosemary_kennedy#gender#female#<end>#female
what is the sex of lady_cynthia_mosley 's dad ?	female	lady_cynthia_mosley#parents#mary_curzon_baroness_curzon_of_kedleston#gender#female#<end>#female
what is the gender of empress_xiaomu 's couple ?	male	empress_xiaomu#spouse#daoguang_emperor#gender#male#<end>#male
what line of business is henry_iv_of_england 's heir in ?	monarch	henry_iv_of_england#children#henry_v_of_england#profession#monarch#<end>#monarch
who is the grandparent of william_kissam_vanderbilt ?	cornelius_vanderbilt	william_kissam_vanderbilt#parents#william_henry_vanderbilt#parents#cornelius_vanderbilt#<end>#cornelius_vanderbilt
what made the nicholas_ii_of_russia 's kiddead ?	firearm	nicholas_ii_of_russia#children#grand_duchess_maria_nikolaevna_of_russia#cause_of_death#firearm#<end>#firearm
lady_may_abel_smith 's mom 's parents ?	princess_helena_duchess_of_albany	lady_may_abel_smith#parents#princess_alice_countess_of_athlone#parents#princess_helena_duchess_of_albany#<end>#princess_helena_duchess_of_albany
the organization of dad of john_f_kennedy_jr ?	london_school_of_economics	john_f_kennedy_jr#parents#john_f_kennedy#institution#london_school_of_economics#<end>#london_school_of_economics
what is the sex of dad of elena_of_montenegro ?	male	elena_of_montenegro#parents#nicholas_i_of_montenegro#gender#male#<end>#male
the organization of parent of john_f_kennedy_jr ?	riverdale_country_school	john_f_kennedy_jr#parents#john_f_kennedy#institution#riverdale_country_school#<end>#riverdale_country_school
what is the john_i_of_denmark 's parent 's nation ?	germany	john_i_of_denmark#parents#dorothea_of_brandenburg#nationality#germany#<end>#germany
the sex of children of francis_ii_holy_roman_emperor ?	female	francis_ii_holy_roman_emperor#children#archduchess_marie_caroline_of_austria#gender#female#<end>#female
who is the other half of isabella_of_france 's father ?	joan_i_of_navarre	isabella_of_france#parents#philip_iv_of_france#spouse#joan_i_of_navarre#<end>#joan_i_of_navarre
the religious belief of other half of rani_mangammal ?	hinduism	rani_mangammal#spouse#chokkanatha_nayak#religion#hinduism#<end>#hinduism
is joseph_e_davies 's darling a man or a woman ?	female	joseph_e_davies#spouse#marjorie_merriweather_post#gender#female#<end>#female
the gender of ekaterina_svanidze 's couple ?	male	ekaterina_svanidze#spouse#joseph_stalin#gender#male#<end>#male
victoria_of_the_united_kingdom 's child 's institution ?	trinity_college_cambridge	victoria_of_the_united_kingdom#children#edward_vii_of_the_united_kingdom#institution#trinity_college_cambridge#<end>#trinity_college_cambridge
what is elizabeth_of_york 's other half ?	monarch	elizabeth_of_york#spouse#henry_vii_of_england#profession#monarch#<end>#monarch
what is the j_presper_eckert 's children 's work ?	electrical_engineer	j_presper_eckert#children#j_presper_eckert#profession#electrical_engineer#<end>#electrical_engineer
what did nicholas_ii_of_russia 's daughter die from ?	murder	nicholas_ii_of_russia#children#grand_duchess_maria_nikolaevna_of_russia#cause_of_death#murder#<end>#murder
the sex of grand_duke_alexander_mikhailovich_of_russia 's kid ?	male	grand_duke_alexander_mikhailovich_of_russia#children#prince_andrei_alexandrovich_of_russia#gender#male#<end>#male
what is madhubala 's couple working on ?	singer	madhubala#spouse#kishore_kumar#profession#singer#<end>#singer
mihailo_obrenovic_iii_prince_of_serbia 's mom 's place of death ?	belgrade	mihailo_obrenovic_iii_prince_of_serbia#parents#milo_obrenovic_i_prince_of_serbia#place_of_death#belgrade#<end>#belgrade
princess_sophia_dorothea_of_prussia 's parents 's parents ?	sophia_dorothea_of_celle	princess_sophia_dorothea_of_prussia#parents#sophia_dorothea_of_hanover#parents#sophia_dorothea_of_celle#<end>#sophia_dorothea_of_celle
what is the heir of frits_philips 's mother ?	frits_philips	frits_philips#parents#anton_philips#children#frits_philips#<end>#frits_philips
which nationality is grand_duke_konstantin_nikolayevich_of_russia 's son ?	russia	grand_duke_konstantin_nikolayevich_of_russia#children#grand_duke_dmitri_konstantinovich_of_russia#nationality#russia#<end>#russia
the father of daughter of ellen_terry ?	edward_william_godwin	ellen_terry#children#edith_craig#parents#edward_william_godwin#<end>#edward_william_godwin
what is the name of the father of ellen_terry 's daughter ?	edward_william_godwin	ellen_terry#children#edith_craig#parents#edward_william_godwin#<end>#edward_william_godwin
what is the sex of princess_ileana_of_romania 's wife ?	male	princess_ileana_of_romania#spouse#archduke_anton_prince_of_tuscany#gender#male#<end>#male
what is the edwin_samuel_montagu 's darling 's nation ?	united_kingdom	edwin_samuel_montagu#spouse#venetia_stanley_1887#nationality#united_kingdom#<end>#united_kingdom
what does arthur_de_wint_foote 's couple do ?	writer	arthur_de_wint_foote#spouse#mary_hallock_foote#profession#writer#<end>#writer
what is the nationality of daughter of john_spencer_churchill_7th_duke_of_marlborough ?	united_kingdom	john_spencer_churchill_7th_duke_of_marlborough#children#lord_randolph_churchill#nationality#united_kingdom#<end>#united_kingdom
what religion is edwin_samuel_montagu 's spouse ?	judaism	edwin_samuel_montagu#spouse#venetia_stanley_1887#religion#judaism#<end>#judaism
the other half of alexander_darcy 's other half ?	alexander_darcy	alexander_darcy#spouse#arleen_whelan#spouse#alexander_darcy#<end>#alexander_darcy
the children of jahangir 's offspring ?	dara_shikoh	jahangir#children#shah_jahan#children#dara_shikoh#<end>#dara_shikoh
what is the parents of parents of princess_sophia_dorothea_of_prussia ?	sophia_dorothea_of_celle	princess_sophia_dorothea_of_prussia#parents#sophia_dorothea_of_hanover#parents#sophia_dorothea_of_celle#<end>#sophia_dorothea_of_celle
the religion of infante_fernando_duke_of_viseu 's wife ?	roman_catholic_church	infante_fernando_duke_of_viseu#spouse#beatriz_of_portugal#religion#roman_catholic_church#<end>#roman_catholic_church
what faith is hermann_einstein 's offspring ?	jew	hermann_einstein#children#maria_winteler_einstein#religion#jew#<end>#jew
what is the name of the kid of yongzheng_emperor 's offspring ?	jiaqing_emperor	yongzheng_emperor#children#qianlong_emperor#children#jiaqing_emperor#<end>#jiaqing_emperor
the offspring of parent of lady_sarah_wilson ?	lord_randolph_churchill	lady_sarah_wilson#parents#john_spencer_churchill_7th_duke_of_marlborough#children#lord_randolph_churchill#<end>#lord_randolph_churchill
marvin_pentz_gay_sr 's son 's cause of death ?	firearm	marvin_pentz_gay_sr#children#marvin_gaye#cause_of_death#firearm#<end>#firearm
what is the anton_philips 's son 's cause of death ?	accidental_fall	anton_philips#children#frits_philips#cause_of_death#accidental_fall#<end>#accidental_fall
harry_hay 's husband 's profession ?	inventor	harry_hay#spouse#john_burnside_1916#profession#inventor#<end>#inventor
what gender is sarah_lennox_duchess_of_richmond 's kid  ?	male	sarah_lennox_duchess_of_richmond#children#charles_lennox_3rd_duke_of_richmond#gender#male#<end>#male
the gender of empress_xiaomu 's couple ?	male	empress_xiaomu#spouse#daoguang_emperor#gender#male#<end>#male
what is the name of the grandson of alexandre_vicomte_de_beauharnais ?	napoleon_iii_of_france	alexandre_vicomte_de_beauharnais#children#hortense_de_beauharnais#children#napoleon_iii_of_france#<end>#napoleon_iii_of_france
what faith does marie-anne_pierrette_paulze 's husband follow ?	anglicanism	marie-anne_pierrette_paulze#spouse#benjamin_thompson#religion#anglicanism#<end>#anglicanism
what is the work of j_presper_eckert 's children ?	electrical_engineer	j_presper_eckert#children#j_presper_eckert#profession#electrical_engineer#<end>#electrical_engineer
john_spencer_churchill_7th_duke_of_marlborough 's offspring 's nation ?	england	john_spencer_churchill_7th_duke_of_marlborough#children#lord_randolph_churchill#nationality#england#<end>#england
what is the gender of george_formby 's mom ?	male	george_formby#parents#george_formby_ashton_under_lyne#gender#male#<end>#male
what is the louis_ix_of_france 's heir 's religion ?	catholicism	louis_ix_of_france#children#philip_iii_of_france#religion#catholicism#<end>#catholicism
thomas_spurgeon 's parent 's religious belief ?	christian	thomas_spurgeon#parents#charles_spurgeon#religion#christian#<end>#christian
what is the boleslaw_ii_of_poland 's dad 's gender ?	male	boleslaw_ii_of_poland#parents#casimir_i_of_poland#gender#male#<end>#male
